Gene Family	AA_combined_Abundance-RPKs	B1_combined_Abundance-RPKs	C1_combined_Abundance-RPKs	D1_combined_Abundance-RPKs	E1_combined_Abundance-RPKs	F1_combined_Abundance-RPKs	log2FC_E1_vs_AA	log2FC_F1_vs_B1	log2FC_D1_vs_AA	log2FC_C1_vs_D1
K02906|g__Lactobacillus.s__Lactobacillus_plantarum	128.376	7.27395	61.3884	34.9515	58.6916	0.356723	-1.1291495580102902	-4.349859020178869	-1.876949206964715	0.8126116782772127
K02906|g__Pantoea.s__Pantoea_agglomerans	0.0261457	0.0	0.0	0.0	0.0	0.0	-14.674341253591045	0.0	-14.674341253591045	0.0
K02906|g__Pantoea.s__Pantoea_vagans	0.0522915	0.0	0.0	0.0	0.0	0.0	-15.6743164237519	0.0	-15.6743164237519	0.0
K02906|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.47336	1.13864	4.93999	7.5716	7.16371	8.78489	1.5342343129800833	2.9477114317599447	1.6141255634714313	-0.6160899740537069
K02906|unclassified	0.0	0.0696038	0.0	0.0	0.0	0.0	0.0	-16.086899178402422	0.0	0.0
K02907	281.419587	442.65791	331.119	358.6979	326.722	414.319	0.2153408573229611	-0.0954502199933552	0.35004655329248335	-0.11541950205584742
K02907|g__Lactobacillus.s__Lactobacillus_brevis	0.0	434.123	201.438	274.071	208.028	414.319	27.632202490277596	-0.06736187748523727	28.029974446158064	-0.444213815617639
K02907|g__Lactobacillus.s__Lactobacillus_plantarum	279.92	8.37599	129.681	84.5429	118.694	0.0	-1.237767554323331	-22.997828461418308	-1.7272590519631246	0.6172116092077928
K02907|g__Pantoea.s__Pantoea_agglomerans	1.21704	0.0	0.0	0.0	0.0	0.0	-20.214946340087668	0.0	-20.214946340087668	0.0
K02907|unclassified	0.2830184	0.15892	0.0	0.0840681	0.0	0.0	-18.11054142263362	-17.277950251068223	-1.7512534146420768	-16.359288007991545
K02908	12.0573	0.419167	22.2472	21.361	36.5547	48.0121	1.6001499519710796	6.839725675921625	0.8250722555828653	0.05864458198268539
K02908|g__Saccharomyces.s__Saccharomyces_cerevisiae	10.6413	0.0	19.4146	17.0723	31.5024	41.6803	1.565787245066206	25.31286236048533	0.6819829727308633	0.1854845404339058
K02908|unclassified	1.41596	0.419167	2.83262	4.28866	5.05226	6.3318	1.8351476411036984	3.917015425828476	1.598745752082959	-0.5983896972913544
K02909	208.9210946	280.1081246	232.979	206.5253	209.262	234.327401	0.0023521880388743567	-0.2574581635611336	-0.016639640313375788	0.1738813927587285
K02909|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.51498	0.0	0.0	0.0	0.0	0.0	-18.974159680108528	0.0	0.0
K02909|g__Lactobacillus.s__Lactobacillus_brevis	0.0	271.159	129.385	148.677	110.303	233.955	26.716896801786316	-0.21290799281449854	27.147606251751643	-0.20051111053965637
K02909|g__Lactobacillus.s__Lactobacillus_plantarum	208.488	8.38833	103.594	57.8483	98.959	0.372401	-1.0750615140276394	-4.493451064612767	-1.8496178621631056	0.8405939675354517
K02909|g__Pantoea.s__Pantoea_agglomerans	0.187703	0.0	0.0	0.0	0.0	0.0	-17.51809986897787	0.0	-17.51809986897787	0.0
K02909|g__Pantoea.s__Pantoea_vagans	0.187703	0.0	0.0	0.0	0.0	0.0	-17.51809986897787	0.0	-17.51809986897787	0.0
K02909|unclassified	0.0576886	0.0458146	0.0	0.0	0.0	0.0	-15.816023639827996	-15.483551292513615	-15.816023639827996	0.0
K02910	3.99651	1.68889	7.94109	12.9286	11.7477	13.9942	1.5555654868455648	3.0506809928818663	1.6937532047722585	-0.7031570368441954
K02910|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.66618	1.68889	7.3343	12.0185	10.6571	12.9468	1.5394651232063052	2.9384475436251765	1.7129070491790384	-0.7125255873972303
K02910|unclassified	0.330322	0.0	0.606793	0.910094	1.09061	1.04739	1.723187280410628	19.998368682516844	1.4621397222000305	-0.5848103282339164
K02911	281.01194000000004	345.728895	322.02067	308.50992	307.47385	340.790328	0.12983228622068413	-0.02075679387853115	0.13468544803602894	0.06183641609864573
K02911|g__Lactobacillus.s__Lactobacillus_brevis	0.0	335.129	174.317	223.341	163.304	329.608	27.28298489691919	-0.023965274851013293	27.734672884909866	-0.3575348445729057
K02911|g__Lactobacillus.s__Lactobacillus_plantarum	278.297	9.84276	141.206	75.8891	135.134	0.582628	-1.042234645768216	-4.078413646127514	-1.87466075246904	0.8958367924136921
K02911|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.71494	0.757135	6.49767	9.27982	8.97585	10.5997	1.7251278809623833	3.8073272925717423	1.7731761309332703	-0.5141742804599166
K02911|unclassified	0.0	0.0	0.0	0.0	0.0600839	0.0	15.874714850814437	0.0	0.0	0.0
K02912	4.12331	1.41725	8.04919	9.50596	10.6999	12.0656	1.3757222628049803	3.0897325872444195	1.2050292023764222	-0.23998869315332677
K02912|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.12331	1.41725	8.04919	9.50596	10.6999	12.0656	1.3757222628049803	3.0897325872444195	1.2050292023764222	-0.23998869315332677
K02913	9705.708415	16385.980176	12194.5	12805.94	11125.62	14707.990000000002	0.19698031218717738	-0.1558618737721748	0.39990773204617946	-0.07058254975673865
K02913|g__Lactobacillus.s__Lactobacillus_brevis	0.0	16100.46	7838.530000000001	10087.17	7307.58	14689.93	32.76674657225833	-0.13227438637596184	33.23180242577611	-0.3638664479485229
K02913|g__Lactobacillus.s__Lactobacillus_plantarum	9705.6	284.784	4355.97	2718.77	3818.03	18.0615	-1.3459889641473437	-3.9788784008083886	-1.8358632939539958	0.680039909166174
K02913|unclassified	0.108415	0.7381759999999999	0.0	0.0	0.0	0.0	-16.7262181593322	-19.493607261461033	-16.7262181593322	0.0
K02914	105.89559	492.127921	232.97275	224.5697	203.5174	292.5992	0.9425096285823659	-0.750107543466017	1.0845207686264369	0.05299793190099105
K02914|g__Lactobacillus.s__Lactobacillus_brevis	0.0	488.051	169.081	186.568	143.443	280.484	27.095902335647942	-0.7991134354580711	27.47512632429533	-0.14198700658981495
K02914|g__Lactobacillus.s__Lactobacillus_plantarum	102.919	3.11352	57.3581	27.2332	48.3625	0.0921503	-1.089548599886578	-5.078398681239993	-1.9180708861562359	1.074630693155407
K02914|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.97659	0.962921	6.53375	10.7687	11.7124	12.0232	1.9763039473806938	3.6422582937147387	1.8551113258189413	-0.7208608517754155
K02915	2.43739	0.662596	6.49987	10.5006	9.94773	11.7812	2.0290297926148386	4.152211136325324	2.1070622944748454	-0.6919889116224851
K02915|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.43739	0.662596	6.49987	10.5006	9.94773	11.7812	2.0290297926148386	4.152211136325324	2.1070622944748454	-0.6919889116224851
K02916	220.668394	300.4588828	257.139	256.1961	263.3336	302.078	0.25501160307805687	0.007753543513759646	0.21536850381832398	0.005299924663656731
K02916|g__Lactobacillus.s__Lactobacillus_brevis	0.273394	290.532	147.288	203.606	168.922	302.078	9.271154668378413	0.05622404303624288	9.540577509730952	-0.46714017922691586
K02916|g__Lactobacillus.s__Lactobacillus_plantarum	220.395	9.28643	109.851	52.5901	94.4116	0.0	-1.223055451655264	-23.14669280985969	-2.0672283284181803	1.0626848435039067
K02916|g__Pantoea.s__Pantoea_vagans	0.0	0.415137	0.0	0.0	0.0	0.0	0.0	-18.66323147070589	0.0	0.0
K02916|unclassified	0.0	0.2253157999999999	0.0	0.0	0.0	0.0	0.0	-17.781595361792125	0.0	0.0
K02917	3.79643	0.842852	7.20253	9.02734	10.3447	12.529	1.4461762540056111	3.8938465396452417	1.2496573175029622	-0.325797140159957
K02917|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.10894	0.842852	5.84853	7.32526	7.47284	9.92251	1.265233588174049	3.557352315397269	1.2364569257020475	-0.32480586141432727
K02917|unclassified	0.687487	0.0	1.354	1.70208	2.87188	2.60649	2.0625895336852036	21.313677447758852	1.3078932579584936	-0.33007089037139875
K02918	4.82313	2.09736	9.39072	14.0371	13.0167	16.0913	1.4323219524898532	2.939633868192337	1.5412031146072946	-0.5799371807098783
K02918|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.82313	2.09736	9.39072	14.0371	13.0167	16.0913	1.4323219524898532	2.939633868192337	1.5412031146072946	-0.5799371807098783
K02919	6.875274	2.677839	6.99764	12.7657	10.713	11.5436	0.6398733491406555	2.1079516717926934	0.8927834370160964	-0.8673322053005684
K02919|g__Pantoea.s__Pantoea_agglomerans	1.25761	0.0	0.0	0.0	0.0	0.0	-20.262254310971027	0.0	-20.262254310971027	0.0
K02919|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.2952	1.98829	6.99764	12.7657	10.713	11.5436	1.0166053209404533	2.5374925138584197	1.2695154088158942	-0.8673322053005684
K02919|unclassified	0.322464	0.689549	0.0	0.0	0.0	0.0	-18.29878305492113	-19.395295641312686	-18.29878305492113	0.0
K02920	3.40517	1.20724	7.38715	11.2627	9.61938	12.6264	1.4982168116868297	3.3866578619294896	1.7257536992950415	-0.6084628803046424
K02920|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.30704	0.725433	4.64196	7.18046	6.40944	8.05342	1.4741548941800156	3.4726854846268433	1.6380328275705742	-0.6293420691819704
K02920|unclassified	1.09813	0.481804	2.74519	4.08227	3.20995	4.57293	1.547501105837644	3.2465978802452486	1.8943217894143671	-0.5724654283252324
K02921	6.09124	1.467593	10.79419	17.09937	15.21258	18.72172	1.3204568537427408	3.6731882445868194	1.4891351656761702	-0.6636881358719147
K02921|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.09124	1.467593	10.79419	17.09937	15.21258	18.72172	1.3204568537427408	3.6731882445868194	1.4891351656761702	-0.6636881358719147
K02922	2.74196	0.554386	6.77933	10.6085	9.83763	11.5673	1.843102890745308	4.383015041596351	1.9519408589354128	-0.6460059982583504
K02922|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.74196	0.554386	6.77933	10.6085	9.83763	11.5673	1.843102890745308	4.383015041596351	1.9519408589354128	-0.6460059982583504
K02923	6.57387	0.231156	8.96269	14.754	13.8644	14.3671	1.0765702356756588	5.957752121717951	1.1662911869512218	-0.7191023746513497
K02923|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.57387	0.231156	8.96269	14.754	13.8644	14.3671	1.0765702356756588	5.957752121717951	1.1662911869512218	-0.7191023746513497
K02924	0.233531	0.475552	0.179095	0.309632	0.0394152	0.127228	-2.5667596482747044	-1.9021785877943982	0.40693898843784865	-0.7898261229524147
K02924|unclassified	0.233531	0.475552	0.179095	0.309632	0.0394152	0.127228	-2.5667596482747044	-1.9021785877943982	0.40693898843784865	-0.7898261229524147
K02925	3.41972	0.92189	5.71919	8.88856	7.91829	9.87601	1.2113104611287864	3.4212603549079073	1.3780712482827313	-0.6361387879822227
K02925|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.41972	0.92189	5.71919	8.88856	7.91829	9.87601	1.2113104611287864	3.4212603549079073	1.3780712482827313	-0.6361387879822227
K02926	118.520668	214.194525	156.83246	164.78578	152.02142	187.406134	0.3591359500892971	-0.19275342834861003	0.4754530860828129	-0.07136756323424931
K02926|g__Lactobacillus.s__Lactobacillus_brevis	0.079428	207.301	95.6096	126.53	93.546	178.902	10.201794425561857	-0.21255755897322176	10.637526036340471	-0.4042520925975204
K02926|g__Lactobacillus.s__Lactobacillus_plantarum	116.097	6.38114	56.7528	31.4913	51.2989	0.133084	-1.1783308814516107	-5.583394533203931	-1.8823054393348684	0.8497382367382725
K02926|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.34424	0.512385	4.47006	6.76448	7.17652	8.37105	1.614163736783053	4.030105804660399	1.5288583548603143	-0.5976847296366736
K02927	0.0	0.0156924	0.0246942	0.0112688	0.0	0.0266189	0.0	0.7623472033107443	13.46017429243594	1.1317687398889775
K02927|unclassified	0.0	0.0156924	0.0246942	0.0112688	0.0	0.0266189	0.0	0.7623472033107443	13.46017429243594	1.1317687398889775
K02929	4.16663	1.65957	8.05741	10.9213	11.7252	14.445	1.492659409799853	3.1216880463461862	1.3901914829004254	-0.43875647468108603
K02929|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.16663	1.65957	8.05741	10.9213	11.7252	14.445	1.492659409799853	3.1216880463461862	1.3901914829004254	-0.43875647468108603
K02930	4.78962	1.55809	9.54854	14.6386	13.7509	15.2562	1.5215427454633312	3.2915443550587957	1.6117942769904339	-0.6164254690616984
K02930|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.78962	1.55809	9.54854	14.6386	13.7509	15.2562	1.5215427454633312	3.2915443550587957	1.6117942769904339	-0.6164254690616984
K02931	139.37773	213.8046871	165.4387	174.88309	162.0321	189.5645825	0.21727958723064764	-0.17360403784568446	0.32739073168354926	-0.08009404251523629
K02931|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.0966351	0.0	0.0	0.0	0.0	0.0	-16.560274611693877	0.0	0.0
K02931|g__Lactobacillus.s__Lactobacillus_brevis	0.0	206.256	96.5071	126.851	91.3396	181.506	26.444737151797536	-0.1844188472737092	26.918559663065498	-0.39442789895430197
K02931|g__Lactobacillus.s__Lactobacillus_plantarum	136.294	6.86688	64.0588	40.7506	62.8852	0.0916825	-1.1159296155516616	-6.226849032589243	-1.74182882127287	0.6525754584590506
K02931|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.08373	0.585172	4.8728	7.28149	7.8073	7.9669	1.3401469703367135	3.7670835376209153	1.2395569736339223	-0.5794825896070979
K02932	3.46054	0.873737	7.14615	9.16037	9.84867	11.1157	1.5089314597654855	3.6692543865404073	1.404408431748108	-0.35823963067728304
K02932|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.46054	0.873737	7.14615	9.16037	9.84867	11.1157	1.5089314597654855	3.6692543865404073	1.404408431748108	-0.35823963067728304
K02933	145.6765904	213.435575	162.26144	161.74281	157.44937	184.090931	0.11211892295363987	-0.2133821046055889	0.15093251896387647	0.004618615734045414
K02933|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.317013	0.0	0.0	0.0	0.0	0.0	-18.274187028632973	0.0	0.0
K02933|g__Lactobacillus.s__Lactobacillus_brevis	0.0	207.558	93.6702	118.459	94.3305	177.357	26.49122099424834	-0.2268582659780314	26.819812583719234	-0.3387257585717073
K02933|g__Lactobacillus.s__Lactobacillus_plantarum	144.459	5.34756	64.3173	38.8681	58.2273	0.232751	-1.31089244618898	-4.522015564613474	-1.8940015706573057	0.726620243923195
K02933|g__Pantoea.s__Pantoea_vagans	0.0653304	0.0	0.0	0.0	0.0	0.0	-15.995488935428352	0.0	-15.995488935428352	0.0
K02933|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.15226	0.213002	4.27394	4.41571	4.89157	6.50118	2.085830341984106	4.931756165852939	1.938178213168388	-0.047078761199499976
K02934	3.85528	1.32606	9.0464	12.9676	11.9358	15.865	1.6303874646811773	3.580628564830742	1.7500036835312958	-0.51949575350849
K02934|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.80301	1.32606	8.79235	12.5872	11.6787	15.48	1.6186657978758503	3.5451865173191583	1.7267434914421438	-0.5176366219759887
K02934|unclassified	0.0522655	0.0	0.254044	0.38036	0.257129	0.385047	2.29853948453522	18.554678777505334	2.863410869946932	-0.5822852583040626
K02935	169.79892	246.46913	197.33747	197.4774	181.45058	199.6053075	0.09574938509025767	-0.30425687809410595	0.2178602718016467	-0.0010226378986268215
K02935|g__Lactobacillus.s__Lactobacillus_brevis	0.0	238.458	108.192	138.108	98.4966	192.398	26.55357060395767	-0.3096413807056321	27.041221660654717	-0.3522030617646705
K02935|g__Lactobacillus.s__Lactobacillus_plantarum	167.376	6.56482	84.822	53.77	76.1244	0.0820975	-1.136661807637327	-6.3212560009731105	-1.6382192801236621	0.65763701890093
K02935|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.42292	1.44631	4.32347	5.5994	6.82958	7.12521	1.4950497046990945	2.3005549294453993	1.208525135981065	-0.3730824897219759
K02936	4.20551	2.25655	8.62265	14.4332	14.6771	15.2739	1.8032140231337959	2.758877287640876	1.7790382825644344	-0.7431879031708701
K02936|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.20551	2.25655	8.62265	14.4332	14.6771	15.2739	1.8032140231337959	2.758877287640876	1.7790382825644344	-0.7431879031708701
K02937	6.77126	2.228416	13.10296	18.92368	18.75545	22.24187	1.46981352046829	3.319187021370759	1.4826963119019512	-0.530299878343572
K02937|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.77126	2.228416	13.10296	18.92368	18.75545	22.24187	1.46981352046829	3.319187021370759	1.4826963119019512	-0.530299878343572
K02938	2.37659	0.880979	5.88436	8.95592	8.29675	9.21738	1.8036528453169904	3.387175713100805	1.9139481585708606	-0.6059560449740551
K02938|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.37659	0.880979	5.88436	8.95592	8.29675	9.21738	1.8036528453169904	3.387175713100805	1.9139481585708606	-0.6059560449740551
K02939	134.584	350.129359	184.7751	179.3219	160.71640000000002	195.5071	0.25601024631428904	-0.8406670351180738	0.4140447823966895	0.043218663699042204
K02939|g__Lactobacillus.s__Lactobacillus_brevis	0.0	342.232	107.646	139.036	101.361	195.148	26.59492743622977	-0.8104059832550703	27.05088325168291	-0.36916376754827046
K02939|unclassified	134.584	7.897359	77.1291	40.2859	59.3554	0.3591	-1.1810556983630205	-4.458908881264933	-1.740159989179983	0.9370002732798639
K02940	5.9788	1.76263	10.1821	15.1759	14.549	17.0888	1.282991996823731	3.2772487881444494	1.3438540747056154	-0.5757468910632895
K02940|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.9788	1.76263	10.1222	15.1759	14.4439	17.0888	1.2725323392861145	3.2772487881444494	1.3438540747056154	-0.584259144639153
K02940|unclassified	0.0	0.0	0.0599223	0.0	0.105156	0.0	16.682185363775666	0.0	0.0	15.870829455324424
K02941	2.60915	0.379824	4.85994	7.09102	6.63793	7.90657	1.3471531929645235	4.379645376461119	1.442412928736756	-0.5450545692067156
K02941|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.60915	0.379824	4.85994	7.09102	6.63793	7.90657	1.3471531929645235	4.379645376461119	1.442412928736756	-0.5450545692067156
K02942	5.46396	2.26855	11.42643	18.47552	18.34458	20.95399	1.7473348617564737	3.207382054035205	1.7575959569051682	-0.6932401942990382
K02942|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.46396	2.26855	11.42643	18.47552	18.34458	20.95399	1.7473348617564737	3.207382054035205	1.7575959569051682	-0.6932401942990382
K02943	6.24167	2.8949420000000003	16.03951	26.5547	22.8654	25.619	1.8731620009401613	3.1456073719592728	2.088963065531824	-0.7273371263871502
K02943|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.24167	2.8949420000000003	16.03951	26.5547	22.8654	25.619	1.8731620009401613	3.1456073719592728	2.088963065531824	-0.7273371263871502
K02946	63.54803	5.453217	35.92833	24.46596	37.1394	11.5078	-0.7748968777643932	1.0774324429618343	-1.3770714732363678	0.5543459669390995
K02946|g__Lactobacillus.s__Lactobacillus_plantarum	60.2614	4.06834	29.1825	16.5584	26.8755	0.0	-1.1649425651537566	-21.95600917732757	-1.8636708517193987	0.8175401680634939
K02946|g__Pantoea.s__Pantoea_agglomerans	0.0	0.249591	0.0	0.0	0.0	0.0	0.0	-17.929212167670258	0.0	0.0
K02946|g__Pantoea.s__Pantoea_vagans	0.0	0.124796	0.0	0.0	0.0	0.0	0.0	-16.929223728050886	0.0	0.0
K02946|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.28663	1.01049	6.74583	7.90756	10.2639	11.5078	1.6428977652680914	3.5094838009964135	1.2666232901553216	-0.22923660425463907
K02947	3.13413	1.07443	5.51981	7.2903	8.16939	8.86841	1.3821630517758623	3.0451027965878272	1.2179128987388368	-0.4013595118552327
K02947|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.13413	1.07443	5.51981	7.2903	8.02672	8.86841	1.3567452693315938	3.0451027965878272	1.2179128987388368	-0.4013595118552327
K02947|unclassified	0.0	0.0	0.0	0.0	0.142671	0.0	17.122342701858912	0.0	0.0	0.0
K02948	69.26253799999999	226.35317	146.17912	158.10899	150.09395999999998	203.76082	1.1157187521975502	-0.1516988398674298	1.190772230701879	-0.11318214654728889
K02948|g__Lactobacillus.s__Lactobacillus_brevis	0.0	221.989	108.655	128.693	111.481	195.642	26.732222620826676	-0.1822720708597332	26.93935835347211	-0.2441790162474009
K02948|g__Lactobacillus.s__Lactobacillus_plantarum	66.219	3.03859	32.4326	21.3075	31.2468	0.0	-1.0835367495535646	-21.534971067816603	-1.6358838460057479	0.606083328410628
K02948|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.98843	0.845892	5.09152	8.10849	7.36616	8.11882	1.3015246974346528	3.2627231487495014	1.4400452194212028	-0.6713367523360236
K02948|unclassified	0.055108	0.479688	0.0	0.0	0.0	0.0	-15.750000328020352	-18.871739831159022	-15.750000328020352	0.0
K02949	3.10704	0.717942	8.6306	10.7069	11.9459	14.7482	1.942902486542875	4.360525865626229	1.7849277833224289	-0.31100803614794237
K02949|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.10704	0.717942	8.6306	10.7069	11.9459	14.4492	1.942902486542875	4.330976599744343	1.7849277833224289	-0.31100803614794237
K02949|unclassified	0.0	0.0	0.0	0.0	0.0	0.298992	0.0	18.189752182995637	0.0	0.0
K02950	146.05276999999998	225.8715526	167.32675	173.3278	162.4934	200.5532978	0.15389140012088312	-0.1715168917755567	0.2470133447614339	-0.050834963312281635
K02950|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.182437	0.0	0.0	0.0	0.0	0.0	-17.47704673410218	0.0	0.0
K02950|g__Lactobacillus.s__Lactobacillus_brevis	0.189828	215.472	94.7059	120.728	94.4313	189.033	8.958420928192925	-0.18886229467158883	9.312844202077637	-0.3502340997571927
K02950|g__Lactobacillus.s__Lactobacillus_coryniformis	0.0	0.0767611	0.0	0.0	0.0	0.0	0.0	-16.228106559792277	0.0	0.0
K02950|g__Lactobacillus.s__Lactobacillus_plantarum	141.516	8.36696	66.401	41.5409	59.2726	0.477095	-1.2555279132798751	-4.132352214578203	-1.7683607727031856	0.6766724826622096
K02950|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.34677	1.57023	6.21975	11.0598	8.7894	11.0009	1.0158207562446226	2.8085729709918135	1.3473094297250945	-0.8303966971418306
K02950|unclassified	0.0	0.2038856	0.0	0.0	0.0	0.0423978	0.0	-2.265671622168518	0.0	0.0
K02951	3.6884	0.57503	7.74782	11.1365	11.3916	12.8283	1.6269031026910261	4.479546566053605	1.5942286025147712	-0.5234334921039938
K02951|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.6884	0.57503	7.74782	11.1365	11.3916	12.8283	1.6269031026910261	4.479546566053605	1.5942286025147712	-0.5234334921039938
K02952	113.4675331	220.153952	159.5114	176.13759000000002	157.0368	208.065265	0.46882312362648826	-0.08147660444190462	0.634423274254936	-0.14304329606973853
K02952|g__Lactobacillus.s__Lactobacillus_brevis	0.0	211.943	101.989	138.217	102.223	195.996	26.607144609925175	-0.11285210637362025	27.042359840453685	-0.4385215081617096
K02952|g__Lactobacillus.s__Lactobacillus_plantarum	110.166	5.15573	51.1402	28.7908	44.7745	0.166465	-1.29892979474469	-4.952877545190923	-1.9359992213540191	0.828849903682578
K02952|g__Pantoea.s__Pantoea_agglomerans	0.0	0.0977966	0.0	0.0	0.0	0.0	0.0	-16.577511440733268	0.0	0.0
K02952|g__Pantoea.s__Pantoea_vagans	0.0	0.684576	0.0	0.0	0.0	0.0	0.0	-19.38485329681181	0.0	0.0
K02952|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.24401	2.22824	6.3822	9.12979	10.0393	11.9028	1.6298082065203894	2.4173239285798496	1.4928031227362537	-0.5165277889467307
K02952|unclassified	0.0575231	0.044609	0.0	0.0	0.0	0.0	-15.811878886322255	-15.445079527660937	-15.811878886322255	0.0
K02953	2.66657	0.757714	4.67806	6.64548	7.18734	8.87562	1.4304723940021795	3.5501208505877604	1.3173878839003914	-0.5064629516006234
K02953|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.66657	0.757714	4.67806	6.64548	7.18734	8.87562	1.4304723940021795	3.5501208505877604	1.3173878839003914	-0.5064629516006234
K02954	287.04041	716.292893	442.63868	482.47669	416.29976	586.319574	0.5363688691189967	-0.2888624061456329	0.7492053847189205	-0.12432971594430144
K02954|g__Lactobacillus.s__Lactobacillus_brevis	0.0	703.8230000000001	309.955	396.43	289.773	574.431	28.110347940129156	-0.293079051365215	28.5624909059223	-0.35500736534459637
K02954|g__Lactobacillus.s__Lactobacillus_coryniformis	0.0	0.549776	0.0	0.0	0.0	0.0	0.0	-19.06848702719525	0.0	0.0
K02954|g__Lactobacillus.s__Lactobacillus_plantarum	262.6105	10.08225	115.3487	69.8794	110.1491	1.369638	-1.2534668861032614	-2.879950183343043	-1.9099854596303565	0.7230626104276756
K02954|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.34941	0.817757	6.73778	9.87019	7.3281	10.4777	1.129531970269743	3.6795044195504034	1.5591705854914806	-0.5508044659291168
K02954|unclassified	21.0805	1.02011	10.5972	6.29707	9.0495154	0.0412362	-1.219996551801678	-4.628635955351726	-1.7431563154662553	0.7509304222679315
K02956	108.053265	224.7063146	167.8082345	193.82613	167.1083772	236.833571	0.6290413871239812	0.07583292910710483	0.8430204037381837	-0.20794956280765314
K02956|g__Lactobacillus.s__Lactobacillus_brevis	0.103935	217.859	108.335	156.313	111.48	225.172	10.066873762409372	0.04763272627648407	10.554526618320333	-0.5289383505321051
K02956|g__Lactobacillus.s__Lactobacillus_plantarum	104.664	5.71585	53.1895	28.6137	46.9614	0.373171	-1.1562179610101397	-3.9370556624963364	-1.8709872968914192	0.8944353891586291
K02956|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.28533	1.08565	6.24772	8.89943	8.62784	11.2884	1.392960859061497	3.378208837860779	1.4376743672382843	-0.5103830683885684
K02956|unclassified	0.0	0.0458146	0.0360145	0.0	0.0391372	0.0	15.256289786234953	-15.483551292513615	0.0	15.136330312785574
K02957	6.71654	2.75113	10.3684	17.5477	15.2487	19.2762	1.1828960027840116	2.8087240068830157	1.3854916837893896	-0.75908860827426
K02957|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.44268	2.75113	9.95607	16.7368	14.7562	17.8035	1.1955882771049864	2.694064227436412	1.3772907350372463	-0.7493753799276621
K02957|unclassified	0.273867	0.0	0.41237	0.810858	0.492553	1.47271	0.8468011949697821	20.490042917706422	1.5659703617446632	-0.9755081877826319
K02958	3.00928	2.03417	7.3238	8.83796	8.89756	12.901	1.5639910899825662	2.6649701422359575	1.5542947361779909	-0.2711209735941534
K02958|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.00928	2.03417	7.3238	8.83796	8.89756	12.901	1.5639910899825662	2.6649701422359575	1.5542947361779909	-0.2711209735941534
K02959	140.01263	214.972941	193.32261	188.7943	177.74456	233.376313	0.3442484306120103	0.11850306187189487	0.4312582324360146	0.03419516919327588
K02959|g__Lactobacillus.s__Lactobacillus_brevis	0.0	212.551	111.478	141.99	110.245	219.799	26.71613799813775	0.04837577585950272	27.081214097169507	-0.34903030038747196
K02959|g__Lactobacillus.s__Lactobacillus_plantarum	136.717	1.80451	74.4698	36.4232	58.4172	0.801113	-1.226727516080837	-1.1715284771710326	-1.9082630336173907	1.0317977853108327
K02959|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.01363	0.374962	7.37481	10.3811	9.08236	12.7762	1.591564602348231	5.090566862161156	1.7843847773206127	-0.49328147944261586
